Scenario,Year,Disease,AgeGroup,Hospitalisations Avoided,95% CL
3,2031,lung cancer,06-17,0.012835,0.022908
3,2031,lung cancer,18-64,6.135996,1.244115
3,2031,lung cancer,65+,15.623133,2.024273
3,2031,lung cancer,total,21.771964,2.376137
3,2031,stroke,0-5,-0.000896,0.008427
3,2031,stroke,06-17,-0.000542,0.025348
3,2031,stroke,18-64,2.739874,0.158399
3,2031,stroke,65+,5.19049,0.237151
3,2031,stroke,total,7.928926,0.286435
3,2031,total,total,1275.100219,15.031495
3,2032,childhood asthma,0-5,0.049833,0.050054
3,2032,childhood asthma,06-17,8.183224,0.139462
3,2032,childhood asthma,18-64,10.856867,0.353342
3,2032,childhood asthma,65+,-0.654676,0.199562
3,2032,childhood asthma,total,18.435248,0.432007
3,2032,chronic obstructive pulmonary disease,0-5,0,0
3,2032,chronic obstructive pulmonary disease,06-17,0,0
3,2032,chronic obstructive pulmonary disease,18-64,649.205157,10.746852
3,2032,chronic obstructive pulmonary disease,65+,572.956373,10.805557
3,2032,chronic obstructive pulmonary disease,total,1222.16153,15.239911
3,2032,coronary heart disease,0-5,0,0
3,2032,coronary heart disease,06-17,0,0
3,2032,coronary heart disease,18-64,17.66365,0.305139
3,2032,coronary heart disease,65+,29.96002,0.424707
3,2032,coronary heart disease,total,47.623669,0.522959
3,2032,lung cancer,0-5,0,0
3,2032,lung cancer,06-17,0.018454,0.023566
3,2032,lung cancer,18-64,6.630862,1.26946
3,2032,lung cancer,65+,16.34368,2.100841
3,2032,lung cancer,total,22.992996,2.454713
3,2032,stroke,0-5,0.002298,0.00837
3,2032,stroke,06-17,-0.002001,0.025297
3,2032,stroke,18-64,2.82205,0.161437
3,2032,stroke,65+,5.607115,0.245335
3,2032,stroke,total,8.429462,0.294892
3,2032,total,total,1319.642905,15.454048
3,2033,childhood asthma,0-5,0.034999,0.050522
3,2033,childhood asthma,06-17,7.976755,0.139305
3,2033,childhood asthma,18-64,12.116067,0.357217
3,2033,childhood asthma,65+,-0.724234,0.205954
3,2033,childhood asthma,total,19.403587,0.438155
3,2033,chronic obstructive pulmonary disease,0-5,0,0
3,2033,chronic obstructive pulmonary disease,06-17,0,0
3,2033,chronic obstructive pulmonary disease,18-64,656.269966,10.983051
3,2033,chronic obstructive pulmonary disease,65+,601.921273,11.153361
3,2033,chronic obstructive pulmonary disease,total,1258.19124,15.653271
3,2033,coronary heart disease,0-5,0,0
3,2033,coronary heart disease,06-17,0,0
3,2033,coronary heart disease,18-64,18.401213,0.311282
3,2033,coronary heart disease,65+,31.607954,0.437459
3,2033,coronary heart disease,total,50.009167,0.536905
3,2033,lung cancer,0-5,0,0
3,2033,lung cancer,06-17,0.002774,0.020471
3,2033,lung cancer,18-64,6.45224,1.303467
3,2033,lung cancer,65+,16.901744,2.17388
3,2033,lung cancer,total,23.35676,2.534798
3,2033,stroke,0-5,0.000169,0.008398
3,2033,stroke,06-17,0.000556,0.025271
3,2033,stroke,18-64,2.975109,0.164884
3,2033,stroke,65+,5.9162,0.253288
3,2033,stroke,total,8.892034,0.303398
3,2033,total,total,1359.852786,15.875213
3,2034,childhood asthma,0-5,0.027058,0.051084
3,2034,childhood asthma,06-17,7.587711,0.138114
3,2034,childhood asthma,18-64,13.540761,0.361067
3,2034,childhood asthma,65+,-0.868057,0.213133
3,2034,childhood asthma,total,20.287475,0.444387
3,2034,chronic obstructive pulmonary disease,0-5,0,0
3,2034,chronic obstructive pulmonary disease,06-17,0,0
3,2034,chronic obstructive pulmonary disease,18-64,667.27467,11.216326
3,2034,chronic obstructive pulmonary disease,65+,637.633943,11.545811
3,2034,chronic obstructive pulmonary disease,total,1304.908613,16.096948
3,2034,coronary heart disease,0-5,0,0
3,2034,coronary heart disease,06-17,0,0
3,2034,coronary heart disease,18-64,19.005402,0.316891
3,2034,coronary heart disease,65+,33.430734,0.451351
3,2034,coronary heart disease,total,52.436137,0.551487
3,2034,lung cancer,0-5,0,0
3,2034,lung cancer,06-17,-0.005478,0.018826
3,2034,lung cancer,18-64,7.414137,1.334938
3,2034,lung cancer,65+,16.438592,2.251219
3,2034,lung cancer,total,23.847251,2.617327
3,2034,stroke,0-5,0.000817,0.008485
3,2034,stroke,06-17,0.002462,0.02495
3,2034,stroke,18-64,3.076248,0.167994
3,2034,stroke,65+,6.238303,0.2619
3,2034,stroke,total,9.31783,0.312263
3,2034,total,total,1410.797305,16.326703
3,2035,childhood asthma,0-5,0.024677,0.051709
3,2035,childhood asthma,06-17,7.25076,0.137432
3,2035,childhood asthma,18-64,14.825473,0.364863
3,2035,childhood asthma,65+,-0.931956,0.220241
3,2035,childhood asthma,total,21.168953,0.450769
3,2035,chronic obstructive pulmonary disease,0-5,0,0
3,2035,chronic obstructive pulmonary disease,06-17,0,0
3,2035,chronic obstructive pulmonary disease,18-64,680.772865,11.478113
3,2035,chronic obstructive pulmonary disease,65+,666.562839,11.928323
3,2035,chronic obstructive pulmonary disease,total,1347.335705,16.553911
3,2035,coronary heart disease,0-5,0,0
3,2035,coronary heart disease,06-17,0,0
3,2035,coronary heart disease,18-64,19.547603,0.322074
3,2035,coronary heart disease,65+,35.338325,0.466045
3,2035,coronary heart disease,total,54.885928,0.566506
3,2035,lung cancer,0-5,0,0
3,2035,lung cancer,06-17,-0.002678,0.029067
3,2035,lung cancer,18-64,7.2354,1.367437
3,2035,lung cancer,65+,17.598478,2.32902
3,2035,lung cancer,total,24.8312,2.700937
3,2035,stroke,0-5,0.000085,0.008635
3,2035,stroke,06-17,0.003341,0.024751
3,2035,stroke,18-64,3.10998,0.170999
3,2035,stroke,65+,6.521697,0.271008
3,2035,stroke,total,9.635102,0.321518
3,2035,total,total,1457.856889,16.791502
3,2036,childhood asthma,0-5,0.041924,0.052321
3,2036,childhood asthma,06-17,6.964889,0.136944
3,2036,childhood asthma,18-64,16.04183,0.368294
3,2036,childhood asthma,65+,-1.023601,0.227964
3,2036,childhood asthma,total,22.025042,0.457273
3,2036,chronic obstructive pulmonary disease,0-5,0,0
3,2036,chronic obstructive pulmonary disease,06-17,0,0
3,2036,chronic obstructive pulmonary disease,18-64,680.326695,11.678766
3,2036,chronic obstructive pulmonary disease,65+,698.240261,12.334862
3,2036,chronic obstructive pulmonary disease,total,1378.566957,16.986535
3,2036,coronary heart disease,0-5,0,0
3,2036,coronary heart disease,06-17,0,0
3,2036,coronary heart disease,18-64,20.004312,0.326327
3,2036,coronary heart disease,65+,37.400831,0.482463
3,2036,coronary heart disease,total,57.405143,0.58246
3,2036,lung cancer,0-5,0,0
3,2036,lung cancer,06-17,0.003089,0.026387
3,2036,lung cancer,18-64,6.63747,1.390337
3,2036,lung cancer,65+,17.369132,2.415718
3,2036,lung cancer,total,24.009692,2.787369
3,2036,stroke,0-5,0.001972,0.008802
3,2036,stroke,06-17,0.001995,0.024669
3,2036,stroke,18-64,3.120055,0.173593
3,2036,stroke,65+,6.833705,0.280853
3,2036,stroke,total,9.957727,0.331209
3,2036,total,total,1491.964561,17.232813
3,2037,childhood asthma,0-5,0.041541,0.053052
3,2037,childhood asthma,06-17,6.786841,0.136716
3,2037,childhood asthma,18-64,17.145681,0.371496
3,2037,childhood asthma,65+,-1.062377,0.236102
3,2037,childhood asthma,total,22.911686,0.46396
3,2037,chronic obstructive pulmonary disease,0-5,0,0
3,2037,chronic obstructive pulmonary disease,06-17,0,0
3,2037,chronic obstructive pulmonary disease,18-64,678.729306,11.863564
3,2037,chronic obstructive pulmonary disease,65+,726.090906,12.751915
3,2037,chronic obstructive pulmonary disease,total,1404.820213,17.417103
3,2037,coronary heart disease,0-5,0,0
3,2037,coronary heart disease,06-17,0,0
3,2037,coronary heart disease,18-64,20.398372,0.330683
3,2037,coronary heart disease,65+,39.438757,0.498639
3,2037,coronary heart disease,total,59.837129,0.598325
3,2037,lung cancer,0-5,0,0
3,2037,lung cancer,06-17,0.018275,0.023736
3,2037,lung cancer,18-64,6.841484,1.413994
3,2037,lung cancer,65+,17.985852,2.505983
3,2037,lung cancer,total,24.845611,2.877481
3,2037,stroke,0-5,0.002988,0.008726
3,2037,stroke,06-17,0.003456,0.024676
3,2037,stroke,18-64,3.098983,0.175964
3,2037,stroke,65+,7.218716,0.290863
3,2037,stroke,total,10.324142,0.340955
3,2037,total,total,1522.738783,17.672716
3,2038,childhood asthma,0-5,0.022634,0.053824
3,2038,childhood asthma,06-17,6.590864,0.136548
3,2038,childhood asthma,18-64,18.226795,0.37398
3,2038,childhood asthma,65+,-1.159518,0.245122
3,2038,childhood asthma,total,23.680776,0.470625
3,2038,chronic obstructive pulmonary disease,0-5,0,0
3,2038,chronic obstructive pulmonary disease,06-17,0,0
3,2038,chronic obstructive pulmonary disease,18-64,675.200844,11.961557
3,2038,chronic obstructive pulmonary disease,65+,766.648625,13.242034
3,2038,chronic obstructive pulmonary disease,total,1441.849469,17.844616
3,2038,coronary heart disease,0-5,0,0
3,2038,coronary heart disease,06-17,0,0
3,2038,coronary heart disease,18-64,20.528321,0.333373
3,2038,coronary heart disease,65+,41.594461,0.516399
3,2038,coronary heart disease,total,62.122782,0.614658
3,2038,lung cancer,0-5,0,0
3,2038,lung cancer,06-17,0.012679,0.031122
3,2038,lung cancer,18-64,6.740006,1.425438
3,2038,lung cancer,65+,19.249056,2.599902
3,2038,lung cancer,total,26.001742,2.965186
3,2038,stroke,0-5,0.002384,0.008839
3,2038,stroke,06-17,0.014908,0.024735
3,2038,stroke,18-64,3.105984,0.177413
3,2038,stroke,65+,7.613295,0.30168
3,2038,stroke,total,10.73657,0.350965
3,2038,total,total,1564.391337,18.109255
3,2039,childhood asthma,0-5,0.033302,0.054606
3,2039,childhood asthma,06-17,6.353861,0.136677
3,2039,childhood asthma,18-64,19.277662,0.376928
3,2039,childhood asthma,65+,-1.240364,0.253209
3,2039,childhood asthma,total,24.424462,0.477338
3,2039,chronic obstructive pulmonary disease,0-5,0,0
3,2039,chronic obstructive pulmonary disease,06-17,0,0
3,2039,chronic obstructive pulmonary disease,18-64,662.168469,12.062923
3,2039,chronic obstructive pulmonary disease,65+,796.995318,13.68518
3,2039,chronic obstructive pulmonary disease,total,1459.163788,18.242759
3,2039,coronary heart disease,0-5,0,0
3,2039,coronary heart disease,06-17,0,0
3,2039,coronary heart disease,18-64,20.645019,0.336424
3,2039,coronary heart disease,65+,43.771729,0.534654
3,2039,coronary heart disease,total,64.416748,0.631693
3,2039,lung cancer,0-5,0,0
3,2039,lung cancer,06-17,0.019429,0.02947
3,2039,lung cancer,18-64,7.148582,1.44261
3,2039,lung cancer,65+,20.12563,2.687248
3,2039,lung cancer,total,27.29364,3.05013
3,2039,stroke,0-5,0.000141,0.008978
3,2039,stroke,06-17,0.015591,0.024605
3,2039,stroke,18-64,3.088499,0.179384
3,2039,stroke,65+,8.075832,0.312821
3,2039,stroke,total,11.180061,0.361555
3,2039,total,total,1586.478699,18.516457
3,2040,childhood asthma,0-5,0.059748,0.055385
3,2040,childhood asthma,06-17,6.201239,0.137267
3,2040,childhood asthma,18-64,20.243794,0.380071
3,2040,childhood asthma,65+,-1.361808,0.260812
3,2040,childhood asthma,total,25.142973,0.484135
3,2040,chronic obstructive pulmonary disease,0-5,0,0
3,2040,chronic obstructive pulmonary disease,06-17,0,0
3,2040,chronic obstructive pulmonary disease,18-64,657.393252,12.187299
3,2040,chronic obstructive pulmonary disease,65+,821.894729,14.09612
3,2040,chronic obstructive pulmonary disease,total,1479.287981,18.634131
3,2040,coronary heart disease,0-5,0,0
3,2040,coronary heart disease,06-17,0,0
3,2040,coronary heart disease,18-64,20.670223,0.339366
3,2040,coronary heart disease,65+,46.196457,0.553109
3,2040,coronary heart disease,total,66.866681,0.648921
3,2040,lung cancer,0-5,0,0
3,2040,lung cancer,06-17,-0.003098,0.02816
3,2040,lung cancer,18-64,7.809191,1.470434
3,2040,lung cancer,65+,21.77876,2.77748
3,2040,lung cancer,total,29.584853,3.142828
3,2040,stroke,0-5,-0.004012,0.009277
3,2040,stroke,06-17,0.012758,0.024619
3,2040,stroke,18-64,3.020237,0.181332
3,2040,stroke,65+,8.504194,0.324083
3,2040,stroke,total,11.533177,0.372294
3,2040,total,total,1612.415665,18.918305
3,2041,childhood asthma,0-5,0.07544,0.056219
3,2041,childhood asthma,06-17,6.132721,0.13808
3,2041,childhood asthma,18-64,21.082311,0.382615
3,2041,childhood asthma,65+,-1.462164,0.269194
3,2041,childhood asthma,total,25.828307,0.491006
3,2041,chronic obstructive pulmonary disease,0-5,0,0
3,2041,chronic obstructive pulmonary disease,06-17,0,0
3,2041,chronic obstructive pulmonary disease,18-64,640.830331,12.225971
3,2041,chronic obstructive pulmonary disease,65+,851.526836,14.564009
3,2041,chronic obstructive pulmonary disease,total,1492.357167,19.015382
3,2041,coronary heart disease,0-5,0,0
3,2041,coronary heart disease,06-17,0,0
3,2041,coronary heart disease,18-64,20.600624,0.340432
3,2041,coronary heart disease,65+,48.828018,0.573798
3,2041,coronary heart disease,total,69.428643,0.667187
3,2041,lung cancer,0-5,0,0
3,2041,lung cancer,06-17,0.00345,0.014882
3,2041,lung cancer,18-64,6.976038,1.490329
3,2041,lung cancer,65+,23.330738,2.871122
3,2041,lung cancer,total,30.310226,3.23491
3,2041,stroke,0-5,0.000039,0.00938
3,2041,stroke,06-17,0.014846,0.024649
3,2041,stroke,18-64,2.981758,0.182611
3,2041,stroke,65+,8.989268,0.336089
3,2041,stroke,total,11.985911,0.383403
3,2041,total,total,1629.910254,19.310169
3,2042,childhood asthma,0-5,0.070671,0.05717
3,2042,childhood asthma,06-17,6.047529,0.139291
3,2042,childhood asthma,18-64,21.766061,0.385262
3,2042,childhood asthma,65+,-1.476193,0.277504
3,2042,childhood asthma,total,26.408068,0.498102
3,2042,chronic obstructive pulmonary disease,0-5,0,0
3,2042,chronic obstructive pulmonary disease,06-17,0,0
3,2042,chronic obstructive pulmonary disease,18-64,631.161025,12.290605
3,2042,chronic obstructive pulmonary disease,65+,885.055846,15.027293
3,2042,chronic obstructive pulmonary disease,total,1516.216871,19.413358
3,2042,coronary heart disease,0-5,0,0
3,2042,coronary heart disease,06-17,0,0
3,2042,coronary heart disease,18-64,20.438907,0.341386
3,2042,coronary heart disease,65+,51.308125,0.595308
3,2042,coronary heart disease,total,71.747033,0.686248
3,2042,lung cancer,0-5,0,0
3,2042,lung cancer,06-17,-0.006964,0.009652
3,2042,lung cancer,18-64,8.132052,1.509202
3,2042,lung cancer,65+,23.291676,2.964566
3,2042,lung cancer,total,31.416763,3.326626
3,2042,stroke,0-5,-0.000121,0.009413
3,2042,stroke,06-17,0.016586,0.024902
3,2042,stroke,18-64,3.000554,0.183791
3,2042,stroke,65+,9.502119,0.348549
3,2042,stroke,total,12.519137,0.394935
3,2042,total,total,1658.307872,19.718517
3,2043,childhood asthma,0-5,0.055215,0.058202
3,2043,childhood asthma,06-17,6.036975,0.14081
3,2043,childhood asthma,18-64,22.492699,0.38722
3,2043,childhood asthma,65+,-1.579227,0.287074
3,2043,childhood asthma,total,27.005663,0.505535
3,2043,chronic obstructive pulmonary disease,0-5,0,0
3,2043,chronic obstructive pulmonary disease,06-17,0,0
3,2043,chronic obstructive pulmonary disease,18-64,614.316382,12.32156
3,2043,chronic obstructive pulmonary disease,65+,914.580872,15.5402
3,2043,chronic obstructive pulmonary disease,total,1528.897254,19.832264
3,2043,coronary heart disease,0-5,0,0
3,2043,coronary heart disease,06-17,0,0
3,2043,coronary heart disease,18-64,19.954351,0.340407
3,2043,coronary heart disease,65+,54.359446,0.618254
3,2043,coronary heart disease,total,74.313797,0.705772
3,2043,lung cancer,0-5,0,0
3,2043,lung cancer,06-17,0.007257,0.014146
3,2043,lung cancer,18-64,7.820788,1.51815
3,2043,lung cancer,65+,23.883101,3.068052
3,2043,lung cancer,total,31.711146,3.423146
3,2043,stroke,0-5,0.00072,0.009709
3,2043,stroke,06-17,0.02159,0.025316
3,2043,stroke,18-64,3.021752,0.184056
3,2043,stroke,65+,9.901607,0.361722
3,2043,stroke,total,12.945668,0.406762
3,2043,total,total,1674.873528,20.148343
3,2044,childhood asthma,0-5,0.051225,0.059341
3,2044,childhood asthma,06-17,6.018428,0.142734
3,2044,childhood asthma,18-64,23.135197,0.389353
3,2044,childhood asthma,65+,-1.681639,0.296594
3,2044,childhood asthma,total,27.52321,0.513282
3,2044,chronic obstructive pulmonary disease,0-5,0,0
3,2044,chronic obstructive pulmonary disease,06-17,0,0
3,2044,chronic obstructive pulmonary disease,18-64,603.832977,12.362193
3,2044,chronic obstructive pulmonary disease,65+,951.856448,16.083546
3,2044,chronic obstructive pulmonary disease,total,1555.689425,20.285568
3,2044,coronary heart disease,0-5,0,0
3,2044,coronary heart disease,06-17,0,0
3,2044,coronary heart disease,18-64,19.512369,0.338552
3,2044,coronary heart disease,65+,57.277549,0.642453
3,2044,coronary heart disease,total,76.789917,0.726197
3,2044,lung cancer,0-5,0,0
3,2044,lung cancer,06-17,0.00376,0.012633
3,2044,lung cancer,18-64,7.719663,1.518433
3,2044,lung cancer,65+,23.438868,3.177729
3,2044,lung cancer,total,31.162291,3.521898
3,2044,stroke,0-5,0.002101,0.009886
3,2044,stroke,06-17,0.025308,0.025543
3,2044,stroke,18-64,2.888728,0.184053
3,2044,stroke,65+,10.493233,0.375449
3,2044,stroke,total,13.409369,0.419031
3,2044,total,total,1704.574212,20.612482
3,2045,childhood asthma,0-5,0.052641,0.060602
3,2045,childhood asthma,06-17,5.984202,0.145018
3,2045,childhood asthma,18-64,23.730489,0.390272
3,2045,childhood asthma,65+,-1.789896,0.308089
3,2045,childhood asthma,total,27.977436,0.521473
3,2045,chronic obstructive pulmonary disease,0-5,0,0
3,2045,chronic obstructive pulmonary disease,06-17,0,0
3,2045,chronic obstructive pulmonary disease,18-64,577.126946,12.30435
3,2045,chronic obstructive pulmonary disease,65+,997.590412,16.712087
3,2045,chronic obstructive pulmonary disease,total,1574.717358,20.753093
3,2045,coronary heart disease,0-5,0,0
3,2045,coronary heart disease,06-17,0,0
3,2045,coronary heart disease,18-64,18.880428,0.336641
3,2045,coronary heart disease,65+,60.468369,0.667435
3,2045,coronary heart disease,total,79.348798,0.747528
3,2045,lung cancer,0-5,0,0
3,2045,lung cancer,06-17,0.000123,0.021282
3,2045,lung cancer,18-64,7.88809,1.507335
3,2045,lung cancer,65+,24.576573,3.297744
3,2045,lung cancer,total,32.464786,3.625966
3,2045,stroke,0-5,0.00202,0.010229
3,2045,stroke,06-17,0.016192,0.025855
3,2045,stroke,18-64,2.814812,0.18302
3,2045,stroke,65+,11.044937,0.390156
3,2045,stroke,total,13.877961,0.431846
3,2045,total,total,1728.386339,21.091603
3,2046,childhood asthma,0-5,0.068135,0.061931
3,2046,childhood asthma,06-17,5.958366,0.147543
3,2046,childhood asthma,18-64,24.239097,0.392619
3,2046,childhood asthma,65+,-1.962261,0.317935
3,2046,childhood asthma,total,28.303339,0.52994
3,2046,chronic obstructive pulmonary disease,0-5,0,0
3,2046,chronic obstructive pulmonary disease,06-17,0,0
3,2046,chronic obstructive pulmonary disease,18-64,566.408638,12.360031
3,2046,chronic obstructive pulmonary disease,65+,1027.978472,17.249711
3,2046,chronic obstructive pulmonary disease,total,1594.387111,21.220813
3,2046,coronary heart disease,0-5,0,0
3,2046,coronary heart disease,06-17,0,0
3,2046,coronary heart disease,18-64,18.765377,0.338167
3,2046,coronary heart disease,65+,62.828149,0.690933
3,2046,coronary heart disease,total,81.593525,0.769251
3,2046,lung cancer,0-5,0,0
3,2046,lung cancer,06-17,-0.011723,0.025768
3,2046,lung cancer,18-64,7.54826,1.514277
3,2046,lung cancer,65+,25.131689,3.411443
3,2046,lung cancer,total,32.668226,3.732512
3,2046,stroke,0-5,-0.001509,0.010395
3,2046,stroke,06-17,0.017465,0.026215
3,2046,stroke,18-64,2.818245,0.183622
3,2046,stroke,65+,11.552241,0.404169
3,2046,stroke,total,14.386444,0.44482
3,2046,total,total,1751.338645,21.571393
3,2047,childhood asthma,0-5,0.041995,0.063251
3,2047,childhood asthma,06-17,6.034727,0.150381
3,2047,childhood asthma,18-64,24.645483,0.395625
3,2047,childhood asthma,65+,-2.050649,0.327332
3,2047,childhood asthma,total,28.671554,0.538777
3,2047,chronic obstructive pulmonary disease,0-5,0,0
3,2047,chronic obstructive pulmonary disease,06-17,0,0
3,2047,chronic obstructive pulmonary disease,18-64,554.427458,12.469704
3,2047,chronic obstructive pulmonary disease,65+,1047.085486,17.735739
3,2047,chronic obstructive pulmonary disease,total,1601.512944,21.680635
3,2047,coronary heart disease,0-5,0,0
3,2047,coronary heart disease,06-17,0,0
3,2047,coronary heart disease,18-64,18.690923,0.342766
3,2047,coronary heart disease,65+,65.348329,0.714659
3,2047,coronary heart disease,total,84.039252,0.792607
3,2047,lung cancer,0-5,0,0
3,2047,lung cancer,06-17,0.000145,0.022761
3,2047,lung cancer,18-64,7.302767,1.530089
3,2047,lung cancer,65+,25.847071,3.52782
3,2047,lung cancer,total,33.149981,3.845414
3,2047,stroke,0-5,-0.002654,0.010666
3,2047,stroke,06-17,0.017607,0.026733
3,2047,stroke,18-64,2.737217,0.185229
3,2047,stroke,65+,12.037091,0.418462
3,2047,stroke,total,14.789261,0.458529
3,2047,total,total,1762.162992,22.044635
3,2048,childhood asthma,0-5,0.04247,0.064477
3,2048,childhood asthma,06-17,6.09508,0.15352
3,2048,childhood asthma,18-64,25.185522,0.39955
3,2048,childhood asthma,65+,-2.196924,0.335961
3,2048,childhood asthma,total,29.126148,0.547937
3,2048,chronic obstructive pulmonary disease,0-5,0,0
3,2048,chronic obstructive pulmonary disease,06-17,0,0
3,2048,chronic obstructive pulmonary disease,18-64,543.714037,12.631041
3,2048,chronic obstructive pulmonary disease,65+,1054.527629,18.160318
3,2048,chronic obstructive pulmonary disease,total,1598.241666,22.12104
3,2048,coronary heart disease,0-5,0,0
3,2048,coronary heart disease,06-17,0,0
3,2048,coronary heart disease,18-64,18.659106,0.348469
3,2048,coronary heart disease,65+,67.841739,0.738487
3,2048,coronary heart disease,total,86.500845,0.816574
3,2048,lung cancer,0-5,0,0
3,2048,lung cancer,06-17,0.017238,0.028907
3,2048,lung cancer,18-64,7.147195,1.553663
3,2048,lung cancer,65+,29.137842,3.631949
3,2048,lung cancer,total,36.302274,3.950412
3,2048,stroke,0-5,0.000759,0.011083
3,2048,stroke,06-17,0.013668,0.027289
3,2048,stroke,18-64,2.780679,0.187645
3,2048,stroke,65+,12.381243,0.432839
3,2048,stroke,total,15.17635,0.472681
3,2048,total,total,1765.347283,22.497479
3,2049,childhood asthma,0-5,0.052263,0.065664
3,2049,childhood asthma,06-17,6.166984,0.157114
3,2049,childhood asthma,18-64,25.741389,0.403343
3,2049,childhood asthma,65+,-2.374961,0.3453
3,2049,childhood asthma,total,29.585675,0.557598
3,2049,chronic obstructive pulmonary disease,0-5,0,0
3,2049,chronic obstructive pulmonary disease,06-17,0,0
3,2049,chronic obstructive pulmonary disease,18-64,529.59798,12.758018
3,2049,chronic obstructive pulmonary disease,65+,1074.123942,18.608791
3,2049,chronic obstructive pulmonary disease,total,1603.721922,22.562228
3,2049,coronary heart disease,0-5,0,0
3,2049,coronary heart disease,06-17,0,0
3,2049,coronary heart disease,18-64,18.710949,0.353765
3,2049,coronary heart disease,65+,70.016368,0.762825
3,2049,coronary heart disease,total,88.727317,0.840863
3,2049,lung cancer,0-5,0,0
3,2049,lung cancer,06-17,0.017833,0.02736
3,2049,lung cancer,18-64,6.200514,1.572821
3,2049,lung cancer,65+,30.84197,3.749883
3,2049,lung cancer,total,37.060316,4.066465
3,2049,stroke,0-5,0.001367,0.011141
3,2049,stroke,06-17,0.009808,0.027912
3,2049,stroke,18-64,2.750036,0.189435
3,2049,stroke,65+,12.825349,0.447876
3,2049,stroke,total,15.586559,0.487218
3,2049,total,total,1774.68179,22.953118
3,2050,childhood asthma,0-5,0.048748,0.066894
3,2050,childhood asthma,06-17,6.248584,0.160788
3,2050,childhood asthma,18-64,26.3208,0.405795
3,2050,childhood asthma,65+,-2.51291,0.356697
3,2050,childhood asthma,total,30.105221,0.567653
3,2050,chronic obstructive pulmonary disease,0-5,0,0
3,2050,chronic obstructive pulmonary disease,06-17,0,0
3,2050,chronic obstructive pulmonary disease,18-64,513.81017,12.70154
3,2050,chronic obstructive pulmonary disease,65+,1097.83622,19.160808
3,2050,chronic obstructive pulmonary disease,total,1611.646392,22.988381
3,2050,coronary heart disease,0-5,0,0
3,2050,coronary heart disease,06-17,0,0
3,2050,coronary heart disease,18-64,18.142054,0.354192
3,2050,coronary heart disease,65+,72.557214,0.789691
3,2050,coronary heart disease,total,90.699268,0.865485
3,2050,lung cancer,0-5,0,0
3,2050,lung cancer,06-17,-0.013552,0.023646
3,2050,lung cancer,18-64,6.515611,1.558724
3,2050,lung cancer,65+,29.087629,3.880151
3,2050,lung cancer,total,35.589688,4.181596
3,2050,stroke,0-5,-0.002511,0.011461
3,2050,stroke,06-17,0.005001,0.028553
3,2050,stroke,18-64,2.579563,0.189052
3,2050,stroke,65+,13.197834,0.46385
3,2050,stroke,total,15.779886,0.501841
3,2050,total,total,1783.820455,23.3939
